idx,Model ID,Mean,ade_corpus_v2,anli,aqua_rat,arc_challenge,arc_easy,banking77,boolean_expressions,circa,clinc_oos,commonsense_qa,cryptonews_articles,disfl_qa,elementary_math_qa_question_only,formal_fallacies_syllogisms_negation,glue_cola,glue_mnli,glue_mrpc,glue_qnli,glue_qqp,glue_sst2,gsm8k,hyperbaton,intersect_geometry,machine_paraphrase_dataset,medmcqa,mmlu_combined,mmlu_pro,mnist_ascii,multistep_arithmetic,object_counting,openmathinstruct_2,overruling,qa_wikidata,qasc,quail,race_high,reasoning_about_colored_objects,sciq,sports_understanding,stackoverflow_questions,super_glue_boolq,super_glue_copa,super_glue_rte,super_glue_wic,super_glue_wsc,temporal_sequences,toxic_chat,tracking_shuffled_objects,tweet_eval_hate,tweet_topic_single,twitter_complaints,twitter_financial_news_sentiment,typescript_chunks,unarxive_imrad_clf,unit_conversion_si_conversion,web_of_lies,xnli_de,xnli_en,xnli_es,xnli_fr,xnli_hi,xnli_th
615,Yukki000/qwen3-sft-ver4,0.46902553763440863,0.75,0.4,0.25,0.73,0.85,0.28,0.51,0.07,0.21,0.37,0.44,0.23,0.2,0.55,0.77,0.47,0.75,0.72,0.84,0.72,0.73,0.57,0.09,0.6,0.35,0.41,0.22,0.1,0.13,0.19,0.01,0.89,0.32,0.5,0.45,0.73,0.36,0.35,0.57,0.23958333333333334,0.68,0.53,0.68,0.61,0.54,0.47,0.93,0.21,0.59,0.66,0.84,0.3,0.82,0.27,0.18,0.48,0.34,0.45,0.37,0.4,0.37,0.44
616,Yukki000/qwen3-sft-ver5,0.4758064516129033,0.74,0.5,0.26,0.71,0.82,0.29,0.55,0.02,0.19,0.35,0.48,0.3,0.13,0.54,0.72,0.55,0.73,0.82,0.83,0.64,0.54,0.5,0.08,0.61,0.4,0.44,0.15,0.06,0.1,0.16,0.0,0.89,0.29,0.59,0.56,0.67,0.42,0.33,0.53,0.25,0.77,0.57,0.77,0.63,0.46,0.53,0.93,0.23,0.56,0.77,0.75,0.41,0.71,0.21,0.14,0.51,0.41,0.54,0.48,0.52,0.41,0.45
617,Yukki000/qwen3-sft-ver6,0.48098118279569874,0.74,0.44,0.28,0.75,0.89,0.22,0.51,0.04,0.18,0.3,0.37,0.3,0.22,0.62,0.82,0.46,0.73,0.76,0.83,0.68,0.76,0.6,0.09,0.66,0.39,0.51,0.18,0.11,0.13,0.23,0.02,0.87,0.27,0.5,0.46,0.73,0.38,0.32,0.52,0.2708333333333333,0.7,0.51,0.69,0.61,0.56,0.46,0.95,0.21,0.57,0.75,0.79,0.43,0.86,0.24,0.2,0.48,0.45,0.58,0.4,0.5,0.4,0.34
618,Yukki000/qwen3-sft-ver7,0.45137768817204305,0.82,0.42,0.34,0.65,0.83,0.27,0.51,0.03,0.16,0.29,0.44,0.26,0.21,0.61,0.77,0.42,0.7,0.75,0.75,0.72,0.88,0.59,0.07,0.71,0.32,0.33,0.21,0.09,0.11,0.11,0.03,0.89,0.2,0.45,0.44,0.68,0.33,0.33,0.51,0.13541666666666666,0.73,0.59,0.64,0.59,0.52,0.41,0.94,0.14,0.55,0.59,0.86,0.52,0.86,0.21,0.13,0.48,0.27,0.35,0.33,0.36,0.25,0.3
619,Yukki000/qwen3-sft-ver8,0.4656653225806452,0.76,0.41,0.34,0.73,0.87,0.31,0.51,0.05,0.19,0.38,0.39,0.27,0.04,0.6,0.77,0.54,0.72,0.43,0.74,0.75,0.87,0.57,0.05,0.63,0.39,0.37,0.12,0.05,0.12,0.12,0.01,0.88,0.32,0.6,0.48,0.71,0.36,0.34,0.53,0.28125,0.77,0.59,0.64,0.62,0.53,0.42,0.94,0.25,0.55,0.69,0.77,0.56,0.76,0.19,0.2,0.48,0.38,0.43,0.38,0.38,0.38,0.36
620,Yukki000/qwen3-sft-ver9,0.5091532258064517,0.72,0.53,0.41,0.75,0.88,0.27,0.74,0.11,0.32,0.41,0.41,0.27,0.01,0.63,0.75,0.67,0.76,0.7,0.8,0.83,0.9,0.69,0.09,0.74,0.51,0.54,0.21,0.09,0.09,0.38,0.02,0.86,0.26,0.67,0.56,0.76,0.49,0.3,0.66,0.1875,0.79,0.61,0.69,0.55,0.6,0.49,0.85,0.19,0.58,0.65,0.87,0.38,0.68,0.28,0.03,0.5,0.47,0.58,0.51,0.55,0.37,0.37
621,Yura37/Qwen3-4B-Instruct-2507,0.5487298387096776,0.8,0.51,0.44,0.83,0.94,0.19,0.59,0.06,0.31,0.56,0.43,0.36,0.01,0.64,0.83,0.74,0.73,0.77,0.8,0.85,0.91,0.69,0.08,0.75,0.5,0.54,0.23,0.1,0.09,0.19,0.0,0.91,0.44,0.85,0.57,0.81,0.4,0.41,0.57,0.28125,0.78,0.53,0.77,0.67,0.65,0.39,0.94,0.22,0.59,0.8,0.9,0.71,0.87,0.29,0.18,0.53,0.57,0.69,0.59,0.66,0.46,0.52
622,Yusuke428/my-lora-repo,0.5416196236559141,0.8,0.51,0.35,0.77,0.92,0.33,0.61,0.03,0.36,0.48,0.41,0.33,0.08,0.65,0.79,0.76,0.73,0.91,0.8,0.78,0.88,0.43,0.03,0.58,0.48,0.62,0.28,0.12,0.11,0.22,0.0,0.92,0.43,0.72,0.61,0.85,0.47,0.43,0.61,0.2604166666666667,0.87,0.66,0.74,0.72,0.5,0.48,0.88,0.22,0.63,0.75,0.88,0.6,0.79,0.26,0.11,0.6,0.6,0.69,0.6,0.6,0.43,0.52
623,Yusuke428/my-lora-repo2,0.5257728494623656,0.81,0.45,0.38,0.74,0.92,0.22,0.59,0.05,0.28,0.46,0.41,0.32,0.01,0.58,0.77,0.73,0.73,0.85,0.83,0.78,0.94,0.51,0.01,0.58,0.49,0.55,0.24,0.08,0.12,0.21,0.0,0.94,0.4,0.79,0.63,0.83,0.44,0.4,0.57,0.19791666666666666,0.79,0.69,0.69,0.69,0.56,0.49,0.93,0.22,0.53,0.81,0.91,0.66,0.88,0.26,0.2,0.48,0.46,0.65,0.55,0.55,0.32,0.44
624,Yusuke428/your-lora-repo,0.57002688172043,0.8,0.53,0.36,0.87,0.96,0.27,0.65,0.05,0.4,0.62,0.41,0.38,0.0,0.64,0.8,0.87,0.71,0.82,0.78,0.86,0.96,0.65,0.05,0.81,0.53,0.61,0.29,0.09,0.06,0.37,0.01,0.91,0.41,0.9,0.56,0.83,0.31,0.39,0.68,0.2916666666666667,0.83,0.72,0.85,0.7,0.59,0.46,0.95,0.24,0.63,0.81,0.87,0.68,0.86,0.32,0.17,0.53,0.58,0.71,0.64,0.63,0.47,0.61
625,Yuuki1007/2025_LLM_advance_normalcompe,0.5662970430107527,0.79,0.57,0.45,0.85,0.95,0.25,0.62,0.05,0.35,0.6,0.41,0.38,0.0,0.65,0.84,0.85,0.7,0.81,0.79,0.87,0.97,0.76,0.06,0.74,0.5,0.59,0.23,0.09,0.06,0.34,0.0,0.91,0.42,0.89,0.56,0.83,0.3,0.4,0.69,0.2604166666666667,0.83,0.64,0.83,0.68,0.63,0.44,0.95,0.24,0.64,0.82,0.88,0.67,0.84,0.32,0.16,0.52,0.6,0.7,0.64,0.66,0.47,0.57
626,Yuya-1/your-lora-repo,0.5053225806451612,0.77,0.51,0.31,0.82,0.87,0.33,0.51,0.05,0.2,0.48,0.4,0.34,0.01,0.62,0.76,0.67,0.81,0.57,0.85,0.79,0.94,0.62,0.0,0.67,0.42,0.46,0.18,0.08,0.07,0.23,0.01,0.91,0.38,0.69,0.55,0.76,0.36,0.38,0.54,0.25,0.72,0.52,0.61,0.67,0.57,0.39,0.94,0.24,0.54,0.76,0.91,0.64,0.83,0.24,0.04,0.58,0.45,0.66,0.49,0.6,0.34,0.42
627,Yuya0/qwen3-4b-lora,0.5172916666666665,0.77,0.45,0.35,0.83,0.91,0.28,0.61,0.03,0.24,0.5,0.39,0.34,0.01,0.63,0.73,0.71,0.71,0.78,0.82,0.81,0.85,0.56,0.02,0.67,0.37,0.53,0.2,0.07,0.1,0.22,0.01,0.92,0.42,0.75,0.51,0.79,0.45,0.39,0.53,0.3020833333333333,0.75,0.53,0.67,0.61,0.68,0.35,0.93,0.25,0.59,0.79,0.91,0.72,0.78,0.29,0.04,0.52,0.45,0.58,0.58,0.64,0.41,0.44
628,Yuya0/qwen3-4b-lora-v1.2,0.5119556451612903,0.79,0.49,0.31,0.77,0.93,0.25,0.53,0.04,0.14,0.44,0.42,0.28,0.08,0.62,0.75,0.63,0.77,0.78,0.84,0.81,0.89,0.54,0.12,0.62,0.42,0.54,0.17,0.1,0.16,0.21,0.01,0.91,0.32,0.69,0.45,0.76,0.53,0.38,0.56,0.28125,0.81,0.6,0.66,0.55,0.59,0.42,0.93,0.2,0.59,0.78,0.88,0.58,0.81,0.21,0.12,0.55,0.49,0.58,0.58,0.61,0.44,0.43
629,Yuya0/qwen3-4b-lora-v1.21,0.4780779569892474,0.78,0.36,0.36,0.69,0.89,0.18,0.6,0.0,0.12,0.34,0.42,0.28,0.01,0.59,0.78,0.68,0.74,0.69,0.79,0.73,0.87,0.46,0.0,0.6,0.4,0.39,0.21,0.11,0.11,0.22,0.0,0.9,0.43,0.65,0.44,0.8,0.4,0.37,0.55,0.2708333333333333,0.69,0.59,0.68,0.58,0.56,0.17,0.92,0.2,0.55,0.75,0.88,0.67,0.87,0.25,0.14,0.53,0.41,0.54,0.44,0.41,0.31,0.29
630,Yuya0/qwen3-4b-lora_20260215_114715,0.5399932795698923,0.7,0.61,0.36,0.82,0.94,0.34,0.64,0.09,0.36,0.54,0.36,0.34,0.02,0.61,0.8,0.73,0.84,0.79,0.84,0.9,0.89,0.65,0.03,0.78,0.43,0.54,0.19,0.07,0.08,0.26,0.01,0.87,0.39,0.79,0.44,0.81,0.44,0.36,0.65,0.23958333333333334,0.85,0.59,0.77,0.61,0.61,0.45,0.9,0.19,0.56,0.75,0.88,0.68,0.79,0.15,0.09,0.47,0.61,0.71,0.63,0.67,0.47,0.5
631,Yuya0/qwen3-4b-lora_20260223_004046,0.5385551075268817,0.79,0.51,0.29,0.79,0.93,0.33,0.55,0.01,0.31,0.58,0.42,0.32,0.23,0.62,0.8,0.69,0.76,0.86,0.81,0.75,0.9,0.44,0.1,0.58,0.52,0.65,0.18,0.08,0.13,0.26,0.0,0.92,0.43,0.78,0.6,0.83,0.48,0.4,0.53,0.2604166666666667,0.85,0.63,0.73,0.69,0.61,0.43,0.9,0.22,0.58,0.75,0.93,0.71,0.7,0.2,0.14,0.47,0.58,0.64,0.66,0.59,0.47,0.49
632,Yuya0/qwen3-4b-lora_v1.4,0.4755981182795698,0.81,0.42,0.29,0.76,0.89,0.24,0.52,0.03,0.18,0.47,0.44,0.29,0.08,0.64,0.77,0.67,0.74,0.7,0.72,0.72,0.71,0.5,0.02,0.59,0.37,0.54,0.15,0.06,0.11,0.12,0.0,0.88,0.33,0.62,0.43,0.69,0.42,0.34,0.54,0.17708333333333334,0.72,0.54,0.73,0.58,0.55,0.27,0.93,0.19,0.51,0.44,0.83,0.6,0.83,0.25,0.1,0.47,0.49,0.58,0.58,0.51,0.37,0.44
633,Yuya0/qwen3-4b-lora_v1.41,0.4945362903225807,0.77,0.53,0.22,0.62,0.74,0.15,0.72,0.27,0.1,0.46,0.44,0.22,0.12,0.59,0.72,0.59,0.73,0.65,0.82,0.81,0.65,0.47,0.13,0.58,0.42,0.6,0.15,0.08,0.16,0.26,0.02,0.83,0.52,0.8,0.61,0.75,0.39,0.44,0.6,0.28125,0.86,0.68,0.81,0.64,0.48,0.37,0.87,0.22,0.61,0.27,0.69,0.43,0.43,0.18,0.06,0.6,0.56,0.66,0.64,0.62,0.5,0.47
634,Yuya0/qwen3-4b-lora_v1.42,0.43969758064516123,0.46,0.46,0.18,0.35,0.31,0.13,0.62,0.27,0.04,0.44,0.42,0.21,0.08,0.5,0.71,0.63,0.79,0.77,0.73,0.88,0.46,0.62,0.02,0.58,0.31,0.4,0.07,0.12,0.13,0.3,0.0,0.58,0.56,0.77,0.5,0.43,0.2,0.37,0.53,0.28125,0.84,0.62,0.81,0.58,0.42,0.33,0.79,0.21,0.57,0.3,0.52,0.45,0.47,0.2,0.02,0.51,0.57,0.65,0.6,0.61,0.46,0.52
635,Yuya0/qwen3-4b-lora_v1.5,0.5477620967741935,0.76,0.54,0.24,0.76,0.93,0.31,0.74,0.13,0.23,0.57,0.42,0.25,0.18,0.64,0.77,0.7,0.79,0.86,0.82,0.81,0.71,0.69,0.08,0.65,0.47,0.58,0.18,0.09,0.17,0.37,0.01,0.88,0.44,0.83,0.59,0.79,0.53,0.43,0.71,0.28125,0.85,0.65,0.85,0.68,0.49,0.41,0.92,0.31,0.57,0.69,0.87,0.54,0.74,0.22,0.1,0.53,0.61,0.68,0.63,0.64,0.5,0.55
636,Yuya0/qwen3-4b-lora_v1.6,0.5355309139784946,0.75,0.5,0.31,0.77,0.92,0.26,0.64,0.12,0.28,0.48,0.42,0.29,0.05,0.6,0.75,0.71,0.78,0.9,0.81,0.86,0.87,0.65,0.0,0.56,0.47,0.59,0.12,0.1,0.08,0.27,0.0,0.81,0.51,0.81,0.57,0.82,0.46,0.44,0.71,0.3229166666666667,0.87,0.67,0.77,0.55,0.47,0.37,0.82,0.21,0.62,0.72,0.74,0.7,0.77,0.2,0.15,0.51,0.62,0.74,0.64,0.68,0.47,0.55
637,Yuya0/qwen3-4b-lora_v1.7,0.4845430107526881,0.52,0.51,0.02,0.54,0.63,0.18,0.62,0.22,0.15,0.49,0.42,0.31,0.16,0.6,0.73,0.61,0.79,0.67,0.8,0.86,0.86,0.67,0.0,0.58,0.4,0.57,0.16,0.16,0.15,0.22,0.01,0.54,0.38,0.84,0.63,0.57,0.49,0.47,0.61,0.2916666666666667,0.87,0.7,0.78,0.65,0.43,0.4,0.69,0.2,0.58,0.34,0.58,0.55,0.58,0.27,0.06,0.48,0.59,0.63,0.58,0.59,0.51,0.55
638,Yuya0/qwen3-4b-lora_v1.71,0.5129301075268815,0.73,0.47,0.4,0.82,0.94,0.24,0.6,0.02,0.18,0.51,0.35,0.31,0.04,0.63,0.8,0.67,0.75,0.7,0.82,0.81,0.92,0.47,0.0,0.61,0.39,0.55,0.11,0.12,0.1,0.29,0.01,0.88,0.45,0.66,0.61,0.81,0.37,0.38,0.57,0.2916666666666667,0.79,0.63,0.74,0.56,0.66,0.37,0.9,0.2,0.54,0.51,0.9,0.7,0.75,0.26,0.04,0.57,0.5,0.69,0.59,0.6,0.4,0.52
639,Yuya0/qwen3-4b-lora_v1.8,0.531787634408602,0.77,0.46,0.39,0.84,0.94,0.29,0.61,0.01,0.18,0.5,0.45,0.29,0.07,0.63,0.8,0.68,0.74,0.77,0.82,0.83,0.92,0.54,0.0,0.67,0.43,0.61,0.19,0.06,0.11,0.2,0.0,0.92,0.45,0.69,0.58,0.84,0.46,0.44,0.63,0.2708333333333333,0.85,0.61,0.73,0.58,0.56,0.36,0.94,0.24,0.58,0.66,0.94,0.72,0.67,0.23,0.07,0.54,0.61,0.69,0.65,0.6,0.52,0.54
640,Yuya0/qwen3-4b-lora_v1.9,0.5404838709677419,0.82,0.51,0.37,0.75,0.91,0.28,0.57,0.01,0.33,0.51,0.38,0.33,0.14,0.67,0.81,0.7,0.75,0.86,0.82,0.82,0.84,0.5,0.06,0.69,0.48,0.58,0.22,0.06,0.18,0.32,0.01,0.82,0.39,0.83,0.59,0.82,0.53,0.39,0.6,0.25,0.79,0.74,0.74,0.65,0.54,0.49,0.92,0.15,0.54,0.71,0.93,0.68,0.83,0.27,0.11,0.51,0.59,0.66,0.63,0.63,0.38,0.52
641,Yuya0/qwen3-4b-structured-output-lora_v1.22,0.47726478494623664,0.75,0.46,0.31,0.75,0.86,0.11,0.57,0.02,0.09,0.45,0.35,0.28,0.12,0.61,0.76,0.6,0.73,0.75,0.84,0.66,0.64,0.47,0.08,0.56,0.4,0.46,0.13,0.07,0.14,0.18,0.01,0.86,0.39,0.67,0.53,0.74,0.39,0.41,0.55,0.2604166666666667,0.72,0.63,0.72,0.59,0.57,0.41,0.87,0.21,0.52,0.58,0.83,0.46,0.89,0.25,0.05,0.51,0.44,0.59,0.48,0.44,0.35,0.47
642,Yuya0/qwen3-4b-structured-output-lora_v1.3,0.5333870967741937,0.65,0.52,0.33,0.75,0.9,0.39,0.58,0.06,0.24,0.54,0.41,0.38,0.27,0.62,0.77,0.65,0.74,0.76,0.86,0.89,0.7,0.6,0.08,0.61,0.49,0.58,0.19,0.1,0.21,0.23,0.01,0.83,0.42,0.75,0.62,0.69,0.52,0.35,0.63,0.25,0.83,0.71,0.74,0.55,0.5,0.53,0.89,0.23,0.59,0.76,0.87,0.67,0.72,0.16,0.11,0.49,0.58,0.7,0.63,0.67,0.45,0.52
643,YyUuYyAa/qwen3-4b-structured-output-lora-revised,0.5409811827956988,0.8,0.52,0.38,0.85,0.93,0.35,0.6,0.05,0.27,0.55,0.44,0.36,0.0,0.65,0.8,0.71,0.73,0.7,0.81,0.83,0.93,0.61,0.05,0.75,0.5,0.54,0.16,0.07,0.09,0.2,0.0,0.94,0.38,0.83,0.49,0.79,0.37,0.39,0.56,0.2708333333333333,0.78,0.54,0.68,0.72,0.68,0.39,0.94,0.2,0.62,0.83,0.93,0.67,0.87,0.27,0.16,0.5,0.54,0.69,0.6,0.68,0.46,0.54
644,Zsom1997/your-lora-repo-10,0.5645362903225807,0.8,0.53,0.41,0.85,0.96,0.24,0.63,0.05,0.32,0.58,0.44,0.34,0.0,0.67,0.86,0.85,0.72,0.81,0.79,0.87,0.97,0.64,0.07,0.75,0.5,0.6,0.23,0.1,0.08,0.33,0.0,0.93,0.39,0.89,0.53,0.83,0.26,0.4,0.7,0.28125,0.82,0.66,0.87,0.68,0.68,0.46,0.95,0.21,0.65,0.83,0.86,0.67,0.89,0.31,0.17,0.58,0.57,0.66,0.63,0.64,0.48,0.53
645,Zsom1997/your-lora-repo-11r,0.5473790322580643,0.78,0.5,0.38,0.76,0.92,0.25,0.56,0.02,0.22,0.54,0.43,0.31,0.19,0.68,0.78,0.66,0.73,0.88,0.85,0.83,0.91,0.48,0.09,0.63,0.47,0.62,0.26,0.11,0.2,0.29,0.02,0.94,0.45,0.8,0.63,0.83,0.49,0.41,0.61,0.1875,0.83,0.79,0.73,0.67,0.63,0.56,0.93,0.2,0.62,0.67,0.9,0.7,0.77,0.22,0.15,0.54,0.57,0.68,0.57,0.58,0.4,0.53
646,Zsom1997/your-lora-repo-12,0.567116935483871,0.79,0.55,0.38,0.85,0.94,0.26,0.67,0.08,0.38,0.64,0.39,0.37,0.0,0.6,0.82,0.85,0.7,0.83,0.82,0.86,0.95,0.66,0.03,0.8,0.53,0.6,0.28,0.1,0.06,0.37,0.0,0.9,0.37,0.88,0.54,0.83,0.3,0.42,0.67,0.28125,0.85,0.69,0.87,0.69,0.59,0.49,0.95,0.21,0.65,0.82,0.85,0.69,0.84,0.34,0.12,0.54,0.56,0.72,0.66,0.63,0.46,0.59
647,Zsom1997/your-lora-repo-14,0.5714852150537634,0.78,0.55,0.38,0.88,0.96,0.28,0.66,0.06,0.38,0.64,0.4,0.39,0.0,0.62,0.81,0.87,0.7,0.83,0.81,0.87,0.92,0.67,0.07,0.77,0.5,0.61,0.32,0.11,0.06,0.4,0.01,0.91,0.4,0.9,0.59,0.83,0.37,0.4,0.67,0.3020833333333333,0.83,0.69,0.85,0.7,0.58,0.46,0.95,0.18,0.64,0.82,0.86,0.68,0.87,0.34,0.18,0.57,0.56,0.68,0.65,0.63,0.47,0.56
648,Zsom1997/your-lora-repo-15,0.5716263440860213,0.79,0.54,0.39,0.88,0.95,0.27,0.6,0.06,0.38,0.69,0.41,0.39,0.01,0.6,0.82,0.86,0.71,0.84,0.81,0.87,0.95,0.68,0.04,0.78,0.53,0.59,0.27,0.09,0.06,0.43,0.0,0.91,0.42,0.89,0.57,0.84,0.34,0.37,0.67,0.2708333333333333,0.83,0.7,0.86,0.7,0.6,0.47,0.95,0.22,0.63,0.81,0.87,0.68,0.86,0.34,0.16,0.57,0.57,0.7,0.66,0.64,0.47,0.58
649,Zsom1997/your-lora-repo-16,0.5704905913978493,0.78,0.54,0.38,0.85,0.95,0.27,0.66,0.09,0.36,0.65,0.39,0.4,0.01,0.6,0.82,0.85,0.7,0.85,0.82,0.86,0.95,0.67,0.05,0.81,0.53,0.61,0.3,0.09,0.06,0.4,0.0,0.9,0.42,0.88,0.59,0.83,0.35,0.39,0.67,0.2604166666666667,0.83,0.7,0.85,0.69,0.58,0.46,0.95,0.21,0.63,0.81,0.84,0.68,0.87,0.35,0.13,0.58,0.57,0.73,0.64,0.62,0.47,0.59
650,Zsom1997/your-lora-repo-17,0.5653427419354838,0.78,0.56,0.43,0.89,0.97,0.29,0.62,0.04,0.37,0.62,0.39,0.35,0.0,0.6,0.8,0.87,0.7,0.86,0.82,0.86,0.95,0.63,0.01,0.75,0.5,0.58,0.3,0.07,0.06,0.39,0.0,0.92,0.4,0.89,0.56,0.83,0.31,0.39,0.69,0.28125,0.83,0.66,0.84,0.7,0.63,0.45,0.95,0.24,0.63,0.8,0.86,0.66,0.82,0.34,0.17,0.47,0.58,0.72,0.67,0.65,0.46,0.59
651,Zsom1997/your-lora-repo-18,0.5646908602150539,0.79,0.55,0.42,0.88,0.97,0.23,0.64,0.06,0.38,0.65,0.4,0.38,0.0,0.61,0.82,0.86,0.71,0.85,0.81,0.86,0.95,0.49,0.03,0.71,0.53,0.57,0.29,0.08,0.09,0.38,0.0,0.9,0.44,0.88,0.53,0.81,0.39,0.41,0.69,0.2708333333333333,0.82,0.67,0.83,0.69,0.64,0.46,0.94,0.26,0.63,0.8,0.86,0.66,0.79,0.34,0.16,0.5,0.6,0.69,0.64,0.65,0.48,0.59
652,Zsom1997/your-lora-repo-19,0.565638440860215,0.78,0.56,0.4,0.86,0.97,0.25,0.63,0.05,0.39,0.64,0.4,0.37,0.0,0.61,0.81,0.87,0.71,0.85,0.82,0.86,0.96,0.59,0.01,0.75,0.5,0.6,0.25,0.13,0.06,0.41,0.0,0.89,0.44,0.87,0.55,0.82,0.32,0.42,0.7,0.23958333333333334,0.83,0.71,0.84,0.7,0.6,0.45,0.95,0.25,0.64,0.81,0.86,0.66,0.81,0.35,0.16,0.45,0.58,0.71,0.65,0.65,0.49,0.58
653,Zsom1997/your-lora-repo-2,0.5629368279569891,0.79,0.55,0.42,0.87,0.96,0.27,0.64,0.05,0.32,0.56,0.43,0.36,0.0,0.64,0.85,0.85,0.72,0.79,0.78,0.87,0.94,0.71,0.05,0.78,0.47,0.58,0.2,0.11,0.08,0.35,0.0,0.93,0.42,0.88,0.53,0.82,0.22,0.4,0.7,0.3020833333333333,0.82,0.64,0.83,0.66,0.65,0.41,0.94,0.27,0.64,0.8,0.89,0.66,0.88,0.33,0.16,0.51,0.61,0.69,0.62,0.68,0.47,0.55
654,Zsom1997/your-lora-repo-3,0.5635752688172043,0.8,0.55,0.42,0.83,0.96,0.26,0.65,0.05,0.34,0.58,0.42,0.35,0.0,0.65,0.86,0.85,0.7,0.81,0.79,0.87,0.96,0.72,0.06,0.75,0.51,0.59,0.21,0.09,0.07,0.31,0.0,0.93,0.42,0.87,0.53,0.83,0.24,0.41,0.7,0.2916666666666667,0.82,0.64,0.86,0.68,0.66,0.43,0.94,0.21,0.64,0.82,0.86,0.67,0.89,0.31,0.16,0.56,0.62,0.66,0.63,0.62,0.5,0.53
655,Zsom1997/your-lora-repo-4,0.5501545698924731,0.79,0.56,0.37,0.87,0.97,0.23,0.54,0.06,0.37,0.62,0.4,0.38,0.0,0.6,0.83,0.86,0.7,0.8,0.78,0.87,0.96,0.67,0.01,0.66,0.53,0.58,0.21,0.07,0.06,0.37,0.0,0.91,0.45,0.88,0.51,0.85,0.28,0.38,0.69,0.23958333333333334,0.84,0.65,0.77,0.71,0.63,0.48,0.94,0.18,0.63,0.82,0.85,0.68,0.8,0.35,0.16,0.17,0.57,0.69,0.62,0.62,0.49,0.55
656,Zsom1997/your-lora-repo-7,0.5487432795698923,0.78,0.51,0.37,0.86,0.93,0.26,0.61,0.04,0.32,0.52,0.38,0.35,0.0,0.63,0.83,0.81,0.72,0.83,0.82,0.87,0.95,0.49,0.0,0.81,0.52,0.64,0.26,0.04,0.05,0.32,0.0,0.88,0.38,0.86,0.43,0.82,0.14,0.42,0.74,0.3020833333333333,0.83,0.7,0.83,0.71,0.62,0.38,0.92,0.26,0.62,0.82,0.88,0.63,0.81,0.32,0.18,0.46,0.59,0.67,0.64,0.58,0.5,0.58
657,Zsom1997/your-lora-repo-8,0.5503158602150537,0.78,0.55,0.36,0.86,0.97,0.25,0.57,0.06,0.35,0.58,0.39,0.35,0.0,0.61,0.83,0.87,0.7,0.8,0.8,0.88,0.92,0.67,0.01,0.66,0.52,0.59,0.23,0.08,0.07,0.39,0.0,0.9,0.41,0.89,0.53,0.85,0.28,0.39,0.7,0.23958333333333334,0.85,0.64,0.78,0.69,0.63,0.49,0.94,0.2,0.63,0.81,0.85,0.69,0.83,0.34,0.18,0.12,0.58,0.67,0.64,0.64,0.48,0.55
658,a-kuratani/qwen3-4b-structured-output-lora-v19,0.569375,0.78,0.56,0.42,0.87,0.96,0.25,0.6,0.05,0.4,0.63,0.4,0.38,0.0,0.63,0.84,0.87,0.73,0.81,0.81,0.87,0.97,0.66,0.06,0.73,0.52,0.59,0.26,0.09,0.07,0.35,0.01,0.91,0.41,0.9,0.58,0.83,0.32,0.39,0.71,0.28125,0.85,0.65,0.85,0.68,0.62,0.44,0.95,0.23,0.65,0.81,0.88,0.69,0.82,0.34,0.18,0.5,0.61,0.7,0.65,0.66,0.49,0.55
659,a-kuratani/qwen3-4b-structured-output-lora-v3,0.5711424731182795,0.79,0.56,0.4,0.87,0.97,0.27,0.59,0.06,0.38,0.61,0.4,0.35,0.0,0.63,0.84,0.88,0.72,0.83,0.8,0.87,0.95,0.7,0.06,0.77,0.51,0.61,0.29,0.12,0.07,0.33,0.01,0.92,0.43,0.91,0.56,0.83,0.32,0.38,0.71,0.2708333333333333,0.84,0.66,0.85,0.68,0.64,0.47,0.94,0.22,0.65,0.81,0.88,0.68,0.88,0.34,0.18,0.49,0.61,0.7,0.64,0.64,0.48,0.56
660,a-kuratani/qwen3-4b-structured-output-lora-v5,0.5732459677419355,0.8,0.56,0.42,0.86,0.97,0.25,0.6,0.06,0.38,0.62,0.4,0.36,0.01,0.64,0.84,0.86,0.73,0.86,0.8,0.87,0.94,0.72,0.07,0.77,0.53,0.58,0.29,0.09,0.07,0.38,0.0,0.93,0.41,0.9,0.58,0.83,0.33,0.37,0.71,0.28125,0.84,0.67,0.85,0.69,0.63,0.47,0.95,0.19,0.64,0.81,0.88,0.68,0.87,0.33,0.19,0.54,0.61,0.7,0.64,0.66,0.49,0.54
661,a-kuratani/qwen3-4b-structured-output-lora-v7,0.514018817204301,0.8,0.35,0.4,0.86,0.95,0.21,0.6,0.02,0.24,0.39,0.4,0.32,0.01,0.64,0.74,0.68,0.75,0.72,0.82,0.86,0.94,0.66,0.11,0.59,0.49,0.44,0.17,0.13,0.09,0.17,0.0,0.86,0.36,0.77,0.34,0.8,0.4,0.34,0.65,0.22916666666666666,0.79,0.56,0.74,0.68,0.61,0.4,0.88,0.19,0.62,0.79,0.85,0.66,0.85,0.4,0.17,0.47,0.51,0.56,0.54,0.55,0.34,0.41
